Plan ID,渠道,标题,正文,触达成功,点击人次,发送日期
P0028,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩53份,快来领取优惠券 新人立减5元 免费配送,2567,3761,2026-08-01
P0028,短信,限时秒杀 免费麦辣鸡腿堡 仅剩1份,快来领取优惠券 新人立减5元 免费配送,37206,3416,2026-08-01
P0028,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,29146,2074,2026-08-01
P0028,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,32135,1255,2026-08-01
P0028,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,19580,3048,2026-08-01
P0028,短信,限时秒杀 免费麦辣鸡腿堡 仅剩63份,快来领取优惠券 新人立减5元 免费配送,40285,1319,2026-08-01
P0028,短信,限时秒杀 免费麦辣鸡腿堡 仅剩88份,快来领取优惠券 新人立减5元 免费配送,6738,1636,2026-08-01
P0028,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩67份,快来领取优惠券 新人立减5元 免费配送,42346,1105,2026-08-01
P0028,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩20份,快来领取优惠券 新人立减5元 免费配送,23466,400,2026-08-01
P0028,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩80份,快来领取优惠券 新人立减5元 免费配送,11509,3938,2026-08-01
P0028,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,13296,3470,2026-08-01
P0029,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩25份,快来领取优惠券 新人立减5元 免费配送,11978,3302,2026-08-01
P0029,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩99份,快来领取优惠券 新人立减5元 免费配送,23214,4367,2026-08-01
P0029,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,22499,1600,2026-08-01
P0029,短信,限时秒杀 免费麦辣鸡腿堡 仅剩70份,快来领取优惠券 新人立减5元 免费配送,47699,4970,2026-08-01
P0029,短信,限时秒杀 免费麦辣鸡腿堡 仅剩56份,快来领取优惠券 新人立减5元 免费配送,10971,4142,2026-08-01
P0029,短信,限时秒杀 免费麦辣鸡腿堡 仅剩74份,快来领取优惠券 新人立减5元 免费配送,14983,4999,2026-08-01
P0029,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,16923,4095,2026-08-01
P0029,短信,限时秒杀 免费麦辣鸡腿堡 仅剩41份,快来领取优惠券 新人立减5元 免费配送,37426,1708,2026-08-01
P0029,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩6份,快来领取优惠券 新人立减5元 免费配送,5080,1199,2026-08-01
P0029,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,45184,1934,2026-08-01
P0029,短信,限时秒杀 免费麦辣鸡腿堡 仅剩88份,快来领取优惠券 新人立减5元 免费配送,8146,4324,2026-08-01
P0029,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,42554,2446,2026-08-01
P0029,短信,限时秒杀 免费麦辣鸡腿堡 仅剩44份,快来领取优惠券 新人立减5元 免费配送,33337,1674,2026-08-01
P0029,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,37527,3020,2026-08-01
P0029,短信,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,26612,3695,2026-08-01
P0029,短信,限时秒杀 免费麦辣鸡腿堡 仅剩41份,快来领取优惠券 新人立减5元 免费配送,31708,651,2026-08-01
P0029,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,8425,1376,2026-08-01
P0029,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩60份,快来领取优惠券 新人立减5元 免费配送,47383,4528,2026-08-01
P0029,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,47151,481,2026-08-01
P0029,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩52份,快来领取优惠券 新人立减5元 免费配送,14587,817,2026-08-01
P0030,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩75份,快来领取优惠券 新人立减5元 免费配送,38330,3470,2026-08-01
P0030,短信,限时秒杀 免费麦辣鸡腿堡 仅剩27份,快来领取优惠券 新人立减5元 免费配送,42509,133,2026-08-01
P0030,短信,限时秒杀 免费麦辣鸡腿堡 仅剩18份,快来领取优惠券 新人立减5元 免费配送,35789,4111,2026-08-01
P0030,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩49份,快来领取优惠券 新人立减5元 免费配送,36646,4500,2026-08-01
P0030,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩11份,快来领取优惠券 新人立减5元 免费配送,40639,4136,2026-08-01
P0030,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩27份,快来领取优惠券 新人立减5元 免费配送,28482,3049,2026-08-01
P0030,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩11份,快来领取优惠券 新人立减5元 免费配送,49825,290,2026-08-01
P0030,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩79份,快来领取优惠券 新人立减5元 免费配送,2827,4916,2026-08-01
P0030,短信,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,11051,3915,2026-08-01
P0030,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩15份,快来领取优惠券 新人立减5元 免费配送,39896,3763,2026-08-01
P0030,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,26081,3246,2026-08-01
P0030,短信,限时秒杀 免费麦辣鸡腿堡 仅剩65份,快来领取优惠券 新人立减5元 免费配送,23267,1970,2026-08-01
P0030,短信,限时秒杀 免费麦辣鸡腿堡 仅剩34份,快来领取优惠券 新人立减5元 免费配送,6831,460,2026-08-01
P0030,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩41份,快来领取优惠券 新人立减5元 免费配送,42087,4885,2026-08-01
P0030,短信,限时秒杀 免费麦辣鸡腿堡 仅剩63份,快来领取优惠券 新人立减5元 免费配送,5148,4419,2026-08-01
P0030,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩56份,快来领取优惠券 新人立减5元 免费配送,21934,3258,2026-08-01
P0030,短信,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,8641,3657,2026-08-01
P0030,短信,限时秒杀 免费麦辣鸡腿堡 仅剩86份,快来领取优惠券 新人立减5元 免费配送,9754,1261,2026-08-01
P0030,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩16份,快来领取优惠券 新人立减5元 免费配送,47235,3620,2026-08-01
P0030,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,42243,2328,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩50份,快来领取优惠券 新人立减5元 免费配送,8564,2916,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,41381,1652,2026-08-01
P0031,短信,限时秒杀 免费麦辣鸡腿堡 仅剩70份,快来领取优惠券 新人立减5元 免费配送,36515,588,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩66份,快来领取优惠券 新人立减5元 免费配送,37191,214,2026-08-01
P0031,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩64份,快来领取优惠券 新人立减5元 免费配送,2438,2212,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩18份,快来领取优惠券 新人立减5元 免费配送,23547,913,2026-08-01
P0031,短信,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,28371,654,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩74份,快来领取优惠券 新人立减5元 免费配送,7828,4365,2026-08-01
P0031,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩76份,快来领取优惠券 新人立减5元 免费配送,9405,4075,2026-08-01
P0031,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩67份,快来领取优惠券 新人立减5元 免费配送,15640,2945,2026-08-01
P0031,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,47359,1877,2026-08-01
P0031,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩89份,快来领取优惠券 新人立减5元 免费配送,44474,1985,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩26份,快来领取优惠券 新人立减5元 免费配送,40897,3696,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩21份,快来领取优惠券 新人立减5元 免费配送,18640,2955,2026-08-01
P0031,短信,限时秒杀 免费麦辣鸡腿堡 仅剩26份,快来领取优惠券 新人立减5元 免费配送,15160,3915,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩17份,快来领取优惠券 新人立减5元 免费配送,19141,4696,2026-08-01
P0031,短信,限时秒杀 免费麦辣鸡腿堡 仅剩99份,快来领取优惠券 新人立减5元 免费配送,1029,782,2026-08-01
P0031,短信,限时秒杀 免费麦辣鸡腿堡 仅剩42份,快来领取优惠券 新人立减5元 免费配送,21208,2748,2026-08-01
P0031,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩11份,快来领取优惠券 新人立减5元 免费配送,41089,215,2026-08-01
P0031,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩15份,快来领取优惠券 新人立减5元 免费配送,11910,2355,2026-08-01
P0032,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩66份,快来领取优惠券 新人立减5元 免费配送,37351,2937,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩12份,快来领取优惠券 新人立减5元 免费配送,28172,4218,2026-08-01
P0032,短信,限时秒杀 免费麦辣鸡腿堡 仅剩53份,快来领取优惠券 新人立减5元 免费配送,9041,758,2026-08-01
P0032,短信,限时秒杀 免费麦辣鸡腿堡 仅剩60份,快来领取优惠券 新人立减5元 免费配送,22242,1526,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩31份,快来领取优惠券 新人立减5元 免费配送,42177,3679,2026-08-01
P0032,短信,限时秒杀 免费麦辣鸡腿堡 仅剩90份,快来领取优惠券 新人立减5元 免费配送,19791,356,2026-08-01
P0032,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩2份,快来领取优惠券 新人立减5元 免费配送,42840,2306,2026-08-01
P0032,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩85份,快来领取优惠券 新人立减5元 免费配送,21520,2696,2026-08-01
P0032,短信,限时秒杀 免费麦辣鸡腿堡 仅剩84份,快来领取优惠券 新人立减5元 免费配送,19837,496,2026-08-01
P0032,短信,限时秒杀 免费麦辣鸡腿堡 仅剩32份,快来领取优惠券 新人立减5元 免费配送,46371,4332,2026-08-01
P0032,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩34份,快来领取优惠券 新人立减5元 免费配送,40134,559,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩54份,快来领取优惠券 新人立减5元 免费配送,19407,4871,2026-08-01
P0032,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,21496,4464,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩58份,快来领取优惠券 新人立减5元 免费配送,47416,1106,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,12110,4365,2026-08-01
P0032,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩30份,快来领取优惠券 新人立减5元 免费配送,47282,4010,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,16629,764,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩13份,快来领取优惠券 新人立减5元 免费配送,12968,1154,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩2份,快来领取优惠券 新人立减5元 免费配送,24735,4404,2026-08-01
P0032,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩16份,快来领取优惠券 新人立减5元 免费配送,35559,2119,2026-08-01
P0033,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩37份,快来领取优惠券 新人立减5元 免费配送,18599,3411,2026-08-01
P0033,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩61份,快来领取优惠券 新人立减5元 免费配送,46703,578,2026-08-01
P0033,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩91份,快来领取优惠券 新人立减5元 免费配送,35356,3027,2026-08-01
P0033,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩32份,快来领取优惠券 新人立减5元 免费配送,10905,1912,2026-08-01
P0033,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩19份,快来领取优惠券 新人立减5元 免费配送,13208,4619,2026-08-01
P0033,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩70份,快来领取优惠券 新人立减5元 免费配送,2785,1584,2026-08-01
P0033,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,28352,1384,2026-08-01
P0033,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩98份,快来领取优惠券 新人立减5元 免费配送,37698,1155,2026-08-01
P0033,短信,限时秒杀 免费麦辣鸡腿堡 仅剩88份,快来领取优惠券 新人立减5元 免费配送,12010,2131,2026-08-01
P0033,短信,限时秒杀 免费麦辣鸡腿堡 仅剩39份,快来领取优惠券 新人立减5元 免费配送,47458,272,2026-08-01
P0033,短信,限时秒杀 免费麦辣鸡腿堡 仅剩59份,快来领取优惠券 新人立减5元 免费配送,14093,610,2026-08-01
P0033,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,25970,4241,2026-08-01
P0033,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩28份,快来领取优惠券 新人立减5元 免费配送,26218,4468,2026-08-01
P0033,短信,限时秒杀 免费麦辣鸡腿堡 仅剩64份,快来领取优惠券 新人立减5元 免费配送,7752,1138,2026-08-01
P0033,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,1763,769,2026-08-01
P0033,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩96份,快来领取优惠券 新人立减5元 免费配送,16927,3342,2026-08-01
P0033,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,19074,3478,2026-08-01
P0033,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩85份,快来领取优惠券 新人立减5元 免费配送,26971,2215,2026-08-01
P0033,短信,限时秒杀 免费麦辣鸡腿堡 仅剩10份,快来领取优惠券 新人立减5元 免费配送,11336,4900,2026-08-01
P0033,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩95份,快来领取优惠券 新人立减5元 免费配送,14755,471,2026-08-01
P0034,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩66份,快来领取优惠券 新人立减5元 免费配送,5393,3755,2026-08-01
P0034,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩58份,快来领取优惠券 新人立减5元 免费配送,47539,1201,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩81份,快来领取优惠券 新人立减5元 免费配送,34402,2468,2026-08-01
P0034,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩77份,快来领取优惠券 新人立减5元 免费配送,10682,2977,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩46份,快来领取优惠券 新人立减5元 免费配送,25053,2535,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,46107,2176,2026-08-01
P0034,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,32421,1735,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩51份,快来领取优惠券 新人立减5元 免费配送,23241,3979,2026-08-01
P0034,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,10130,3994,2026-08-01
P0034,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩90份,快来领取优惠券 新人立减5元 免费配送,22749,2959,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩78份,快来领取优惠券 新人立减5元 免费配送,25949,3342,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩52份,快来领取优惠券 新人立减5元 免费配送,46582,4208,2026-08-01
P0034,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,38008,2027,2026-08-01
P0034,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩56份,快来领取优惠券 新人立减5元 免费配送,15181,2272,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,34400,1249,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩67份,快来领取优惠券 新人立减5元 免费配送,35847,4247,2026-08-01
P0034,短信,限时秒杀 免费麦辣鸡腿堡 仅剩61份,快来领取优惠券 新人立减5元 免费配送,23394,2221,2026-08-01
P0034,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩39份,快来领取优惠券 新人立减5元 免费配送,30898,4414,2026-08-01
P0034,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩94份,快来领取优惠券 新人立减5元 免费配送,13735,2205,2026-08-01
P0034,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩89份,快来领取优惠券 新人立减5元 免费配送,5507,249,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩77份,快来领取优惠券 新人立减5元 免费配送,7764,2200,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩28份,快来领取优惠券 新人立减5元 免费配送,13124,1522,2026-08-01
P0035,短信,限时秒杀 免费麦辣鸡腿堡 仅剩47份,快来领取优惠券 新人立减5元 免费配送,40937,2292,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,44035,235,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩78份,快来领取优惠券 新人立减5元 免费配送,11975,2642,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩51份,快来领取优惠券 新人立减5元 免费配送,33755,3075,2026-08-01
P0035,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩12份,快来领取优惠券 新人立减5元 免费配送,39146,3638,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩90份,快来领取优惠券 新人立减5元 免费配送,2620,1510,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩77份,快来领取优惠券 新人立减5元 免费配送,35845,2332,2026-08-01
P0035,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩95份,快来领取优惠券 新人立减5元 免费配送,14671,3245,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩41份,快来领取优惠券 新人立减5元 免费配送,13089,1564,2026-08-01
P0035,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩85份,快来领取优惠券 新人立减5元 免费配送,10905,4944,2026-08-01
P0035,短信,限时秒杀 免费麦辣鸡腿堡 仅剩53份,快来领取优惠券 新人立减5元 免费配送,39456,1957,2026-08-01
P0035,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩7份,快来领取优惠券 新人立减5元 免费配送,29582,356,2026-08-01
P0035,短信,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,43483,1210,2026-08-01
P0035,短信,限时秒杀 免费麦辣鸡腿堡 仅剩11份,快来领取优惠券 新人立减5元 免费配送,28480,2642,2026-08-01
P0035,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩82份,快来领取优惠券 新人立减5元 免费配送,42043,1648,2026-08-01
P0035,短信,限时秒杀 免费麦辣鸡腿堡 仅剩8份,快来领取优惠券 新人立减5元 免费配送,23225,1231,2026-08-01
P0035,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩85份,快来领取优惠券 新人立减5元 免费配送,49956,2347,2026-08-01
P0035,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,40909,2808,2026-08-01
P0036,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,6105,3857,2026-08-01
P0036,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩14份,快来领取优惠券 新人立减5元 免费配送,34582,2221,2026-08-01
P0036,短信,限时秒杀 免费麦辣鸡腿堡 仅剩92份,快来领取优惠券 新人立减5元 免费配送,27513,3768,2026-08-01
P0036,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩86份,快来领取优惠券 新人立减5元 免费配送,11423,3533,2026-08-01
P0036,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩88份,快来领取优惠券 新人立减5元 免费配送,44049,1020,2026-08-01
P0036,短信,限时秒杀 免费麦辣鸡腿堡 仅剩99份,快来领取优惠券 新人立减5元 免费配送,8303,1623,2026-08-01
P0036,短信,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,20281,919,2026-08-01
P0036,短信,限时秒杀 免费麦辣鸡腿堡 仅剩98份,快来领取优惠券 新人立减5元 免费配送,28903,2248,2026-08-01
P0036,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩15份,快来领取优惠券 新人立减5元 免费配送,42633,3013,2026-08-01
P0036,短信,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,5897,166,2026-08-01
P0036,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩78份,快来领取优惠券 新人立减5元 免费配送,1971,1234,2026-08-01
P0036,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩53份,快来领取优惠券 新人立减5元 免费配送,26235,4043,2026-08-01
P0036,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩41份,快来领取优惠券 新人立减5元 免费配送,42413,1250,2026-08-01
P0036,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩90份,快来领取优惠券 新人立减5元 免费配送,26692,4844,2026-08-01
P0036,短信,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,4192,1814,2026-08-01
P0036,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,4091,3371,2026-08-01
P0036,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,48916,2534,2026-08-01
P0036,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩52份,快来领取优惠券 新人立减5元 免费配送,36805,548,2026-08-01
P0036,短信,限时秒杀 免费麦辣鸡腿堡 仅剩58份,快来领取优惠券 新人立减5元 免费配送,36546,1291,2026-08-01
P0036,短信,限时秒杀 免费麦辣鸡腿堡 仅剩17份,快来领取优惠券 新人立减5元 免费配送,43221,1798,2026-08-01
P0037,短信,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,6851,4823,2026-08-01
P0037,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩37份,快来领取优惠券 新人立减5元 免费配送,18555,2170,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩52份,快来领取优惠券 新人立减5元 免费配送,45868,173,2026-08-01
P0037,短信,限时秒杀 免费麦辣鸡腿堡 仅剩7份,快来领取优惠券 新人立减5元 免费配送,35306,674,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩82份,快来领取优惠券 新人立减5元 免费配送,19655,1365,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩98份,快来领取优惠券 新人立减5元 免费配送,34246,1202,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩43份,快来领取优惠券 新人立减5元 免费配送,1421,2748,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩43份,快来领取优惠券 新人立减5元 免费配送,38903,612,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,14572,2179,2026-08-01
P0037,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩43份,快来领取优惠券 新人立减5元 免费配送,45714,4074,2026-08-01
P0037,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,35501,791,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩41份,快来领取优惠券 新人立减5元 免费配送,29754,3243,2026-08-01
P0037,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩70份,快来领取优惠券 新人立减5元 免费配送,32459,4616,2026-08-01
P0037,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩67份,快来领取优惠券 新人立减5元 免费配送,5851,1896,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,27188,4289,2026-08-01
P0037,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩19份,快来领取优惠券 新人立减5元 免费配送,5618,1272,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,26168,4730,2026-08-01
P0037,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩86份,快来领取优惠券 新人立减5元 免费配送,5463,4395,2026-08-01
P0037,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩73份,快来领取优惠券 新人立减5元 免费配送,20838,2985,2026-08-01
P0037,短信,限时秒杀 免费麦辣鸡腿堡 仅剩94份,快来领取优惠券 新人立减5元 免费配送,32258,3394,2026-08-01
P0038,短信,限时秒杀 免费麦辣鸡腿堡 仅剩41份,快来领取优惠券 新人立减5元 免费配送,49754,3923,2026-08-01
P0038,短信,限时秒杀 免费麦辣鸡腿堡 仅剩45份,快来领取优惠券 新人立减5元 免费配送,16223,4213,2026-08-01
P0038,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,26157,3098,2026-08-01
P0038,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩66份,快来领取优惠券 新人立减5元 免费配送,1451,2146,2026-08-01
P0038,短信,限时秒杀 免费麦辣鸡腿堡 仅剩10份,快来领取优惠券 新人立减5元 免费配送,32148,1008,2026-08-01
P0038,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩56份,快来领取优惠券 新人立减5元 免费配送,41566,2097,2026-08-01
P0038,短信,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,34992,4259,2026-08-01
